RAW_WORD,NORMALIZED_WORD,FREQUENCY,RANK,MEANING_ID,WORD_TYPE,IS_KRAMA
thukul,THUKUL,67,581,tumbuh,Kata Kerja,
keduwung,KEDUWUNG,66,582,menyesal,,
bolong,BOLONG,66,583,berlubang,Kata Sifat,
waton,WATON,66,584,asal-asalan; asalkan; pokoknya,Kata Keadaan,
surup,SURUP,66,585,"senja, memasukkan benang ke lubang jarum",,
gendheng,GENDHENG,66,586,"gila, gila",Kata Sifat,
wisa,WISA,66,587,"bisa, racun",Kata Benda,
iket,IKET,66,588,ikat kepala,Kata Benda,
mlebet,MLEBET,65,589,masuk,,Krama
remen,REMEN,65,590,seneng,,
kosok,KOSOK,65,591,menggosok,Kata Kerja,
wareg,WAREG,65,592,kenyang,Kata Sifat,
jujur,JUJUR,65,593,lurus,Kata Sifat,
adu,ADU,65,594,"adu, dipertarungkan",Kata Kerja,
aren,AREN,65,595,enau,Kata Benda,
awas,AWAS,65,596,tajam (pengelihatan,Kata Sifat,
uwal,UWAL,65,597,terlepas dari ikatan (untuk manusia),Kata Keadaan,
nalar,NALAR,65,598,akal,Kata Benda,
pedhang,PEDHANG,65,599,pedang,Kata Benda,
wingking,WINGKING,64,600,belakang,Kata Keadaan,Krama
gela,GELA,64,601,"menyesal, kecewa",Kata Sifat,
watara,WATARA,64,602,kira-kira,Kata Keadaan,
jodho,JODHO,64,603,jodoh; cocok; pasangan,Kata Benda,
gelar,GELAR,64,604,bentang (tikar,Kata Kerja,
aris,ARIS,64,605,lugas,Kata Keadaan,
kebeneran,KEBENERAN,64,606,kebetulan,,
olah,OLAH,64,607,"gerak, berbuat",,
brahmana,BRAHMANA,64,608,pendeta,Kata Benda,
abuh,ABUH,64,609,bengkak,Kata Sifat,
aturi,ATURI,63,610,beri; persilakan,Kata Kerja,
teken,TEKEN,63,611,tongkat,Kata Benda,
bebasan,BEBASAN,63,612,seperti; layaknya,,
ambegan,AMBEGAN,63,613,bernafas,Kata Kerja,
saré,SARE,63,614,tidur,,
cidra,CIDRA,63,615,curi; culik,Kata Kerja,
enem,ENEM,62,616,enam,Kata Bilangan,
jajan,JAJAN,62,617,makanan ringan,Kata Benda,
putu,PUTU,62,618,cucu; kue putu,Kata Benda,
gumuk,GUMUK,62,619,bukit kecil,Kata Benda,
kesengsem,KESENGSEM,61,620,terpesona,,
pelem,PELEM,61,621,mangga,Kata Benda,
sithik,SITHIK,61,622,sedikit,,
bebaya,BEBAYA,61,623,bahaya,Kata Benda,
mulat,MULAT,60,624,melihat,,
wigati,WIGATI,60,625,"perlu, penting",Kata Sifat,
latar,LATAR,60,626,halaman,,
gombal,GOMBAL,60,627,"kain usang, kain bekas untuk lap",Kata Benda,
ambèn,AMBEN,60,628,ranjang,,
awor,AWOR,59,629,bercampur dengan,Kata Keterangan,
busana,BUSANA,59,630,pakaian,Kata Benda,Krama
jathilan,JATHILAN,59,631,tarian kuda kepang,Kata Benda,
yuta,YUTA,59,632,juta,Kata Bilangan,
ngapura,NGAPURA,59,633,memaafkan,Kata Kerja,
gada,GADA,59,634,gada; senjata pemukul,Kata Benda,
arit,ARIT,58,635,sabit,Kata Benda,
adhi,ADHI,58,636,adik,Kata Benda,
yayi,YAYI,58,637,adik,Kata Benda,
ucul,UCUL,58,638,terlepas,Kata Kerja,
dhayoh,DHAYOH,58,639,tamu,Kata Benda,
pangkur,PANGKUR,58,640,salah satu Tembang Macapat,,
sonten,SONTEN,57,641,sore,,Krama
getun,GETUN,57,642,menyesal,Kata Sifat,
ari,ARI,57,643,adik,Kata Benda,
ajur,AJUR,57,644,hancur,Kata Sifat,
janma,JANMA,57,645,manusia,Kata Benda,
kacu,KACU,57,646,sapu tangan,Kata Benda,
embah,EMBAH,57,647,nenek/kakek,Kata Benda,
wirang,WIRANG,56,648,malu; tercemar,Kata Sifat,
ringkih,RINGKIH,56,649,lemah,,
asri,ASRI,56,650,"indah, menyenangkan untuk dipandang",Kata Sifat,
damar,DAMAR,56,651,lak,Kata Benda,
walanda,WALANDA,56,652,belanda,Kata Benda,
anget,ANGET,56,653,hangat,Kata Sifat,
sumringah,SUMRINGAH,56,654,cerah pada wajah yang gembira,,
buruh,BURUH,56,655,bekerja untuk orang lain,Kata Benda,
lombok,LOMBOK,56,656,cabe/lombok,,
ganda,GANDA,56,657,bau,Kata Benda,
yuyu,YUYU,56,658,kepiting sungai,Kata Benda,
gendul,GENDUL,56,659,botol,Kata Benda,
ambruk,AMBRUK,56,660,"tumbang, roboh",Kata Kerja,
nétra,NETRA,56,661,mata,,
turangga,TURANGGA,56,662,jaran,,
griya,GRIYA,55,663,rumah,Kata Benda,
payu,PAYU,55,664,laku,Kata Sifat,
brambang,BRAMBANG,55,665,bawang merah,Kata Benda,
ambu,AMBU,55,666,bau,Kata Benda,
barès,BARES,54,667,terus terang,,
angon,ANGON,54,668,mengembala,Kata Kerja,
pocung,POCUNG,54,669,"jenazah yang telah dikafani, hantu pocong",Kata Benda,
kebacut,KEBACUT,54,670,kebablasan,Kata Sifat,
bèbèk,BEBEK,54,671,itik,,
carita,CARITA,54,672,cerita,Kata Benda,
aling-aling,ALING-ALING,54,673,bersembunyi di balik,Kata Kerja,
dalah,DALAH,53,674,dan; bersama dengan,Kata Sambung,
nyandhak,NYANDHAK,53,675,memegang; mengerjakan (sesuatu),,
sungu,SUNGU,53,676,tanduk,Kata Benda,
bonang,BONANG,53,677,"alat musik pukul, bagian dari gamelan",Kata Benda,
walang,WALANG,53,678,belalang,Kata Benda,
wisma,WISMA,53,679,rumah,Kata Benda,
dodol,DODOL,52,680,berjualan,,
pandhan,PANDHAN,52,681,pandan,Kata Benda,
wangun,WANGUN,52,682,bentuk,Kata Benda,
énthéng,ENTHENG,52,683,ringan,,
asat,ASAT,52,684,"kering, habis airnya (untuk sungai, danau, dsb.",Kata Sifat,
polah,POLAH,52,685,tingkah,Kata Benda,
candra,CANDRA,52,686,bulan,Kata Benda,
tengara,TENGARA,52,687,tanda,Kata Benda,
kidang,KIDANG,52,688,kijang,,
bayu,BAYU,52,689,angin,Kata Benda,
bangkèkan,BANGKEKAN,52,690,pinggang,,
wantah,WANTAH,51,691,apa adanya,Kata Keterangan,
blaka,BLAKA,51,692,berterus terang,Kata Kerja,
waja,WAJA,51,693,gigi,Kata Benda,Krama
jelèh,JELEH,51,694,bosan,,
gabah,GABAH,51,695,padi yang telah terlepas dari tangkainya,Kata Benda,
rina,RINA,50,696,Siang,,
ilat,ILAT,50,697,lidah,Kata Benda,
tirta,TIRTA,50,698,Air,Kata Benda,
udud,UDUD,50,699,rokok,Kata Benda,
jeruk,JERUK,50,700,limau,Kata Benda,
gelis,GELIS,50,701,cepat,Kata Keadaan,
nyritakake,NYRITAKAKE,50,702,"bercerita, menceritakan",Kata Kerja,
wutah,WUTAH,50,703,tumpah,Kata Kerja,
ngemot,NGEMOT,50,704,"memuat, mengandung",Kata Kerja,
tumbas,TUMBAS,49,705,beli,Kata Kerja,Krama
ngobong,NGOBONG,49,706,membakar,Kata Kerja,
dara,DARA,49,707,burung dara,Kata Benda,
kathok,KATHOK,49,708,celana,Kata Benda,
ama,AMA,49,709,hama,Kata Benda,
wulangan,WULANGAN,49,710,pelajaran,Kata Benda,
dhawah,DHAWAH,49,711,jatuh,Kata Kerja,Krama
madya,MADYA,49,712,tengah,,Krama
warih,WARIH,49,713,banyu,Kata Benda,
apes,APES,48,714,sial,Kata Kerja,
kembar,KEMBAR,48,715,kembar / sama / serupa,,
kadhang,KADHANG,48,716,sesekali,,
jalma,JALMA,48,717,manusia,Kata Benda,
adreng,ADRENG,48,718,"bernafsu, antusias",Kata Sifat,
wasta,WASTA,48,719,nama,Kata Benda,
kandheg,KANDHEG,47,720,terhalang,,
wening,WENING,47,721,bening,Kata Sifat,
cantrik,CANTRIK,47,722,murid padepokan,Kata Benda,
jalu,JALU,47,723,taji,Kata Benda,
sigar,SIGAR,47,724,terbelah,,
maido,MAIDO,46,725,"menghina, mencerca",Kata Kerja,
pinten,PINTEN,46,726,berapa,,Krama
tandang,TANDANG,46,727,bekerja,Kata Kerja,
bumbu,BUMBU,46,728,bumbu; rempah-rempah,Kata Benda,
balèn,BALEN,46,729,rujuk,,
gilig,GILIG,46,730,tidak pipih,Kata Sifat,
pupu,PUPU,46,731,paha,Kata Benda,
wukir,WUKIR,46,732,gunung,Kata Benda,
kobong,KOBONG,45,733,terbakar,,
sengit,SENGIT,45,734,"benci, tidak suka",,
nurut,NURUT,45,735,nurut; penurut,Kata Sifat,
lumantar,LUMANTAR,45,736,melalui sesuatu,,
cepak,CEPAK,45,737,"tersedia, siap",Kata Sifat,
dagang,DAGANG,45,738,berdagang,Kata Kerja,
ganep,GANEP,45,739,gebap,Kata Sifat,
tetes,TETES,45,740,menetas,Kata Kerja,
angen-angen,ANGEN-ANGEN,44,741,"pemikiran, ingatan, cita-cita",Kata Benda,
estu,ESTU,44,742,"sungguh, jadi",Kata Keadaan,
tutur,TUTUR,44,743,kata,Kata Benda,
bathi,BATHI,44,744,"laba, keuntungan, margin",Kata Benda,
jabang,JABANG,44,745,bayi,Kata Benda,
cucuk,CUCUK,44,746,paruh,Kata Benda,
senthong,SENTHONG,44,747,kamar,,
clathu,CLATHU,44,748,berbicara,,
adas,ADAS,44,749,nama tanaman,Kata Benda,
lurik,LURIK,44,750,"bergaris, corak kain",Kata Sifat,
rèmèh,REMEH,44,751,sepele,,
sambat,SAMBAT,43,752,mengeluh,,
ngamuk,NGAMUK,43,753,marah,Kata Kerja,
sendhang,SENDHANG,43,754,telaga,,
alun-alun,ALUN-ALUN,43,755,"lapangan di tengah kota, alun-alun",Kata Benda,
dhemit,DHEMIT,43,756,setan,,
doyan,DOYAN,43,757,senang makan,,
idu,IDU,43,758,air ludah,Kata Benda,
bablas,BABLAS,43,759,"terus, lewat",,
wulang,WULANG,42,760,ajar,Kata Kerja,
udakara,UDAKARA,42,761,"kira-kira, kurang lebih",Kata Sambung,
blumbang,BLUMBANG,42,762,kolam,,
ngajeng,NGAJENG,42,763,depan,Kata Keadaan,Krama
éwuh,EWUH,42,764,rikuh; serba salah,,
cupet,CUPET,42,765,terbatas; tidak cukup panjang,Kata Sifat,
cepuk,CEPUK,42,766,"wadah kecil, biasanya untuk menyimpan perhiasan",Kata Benda,
bumbung,BUMBUNG,42,767,tempat berbentuk pipa besar atau terbuat dari bambu; tabung (dari seruas bambu),Kata Benda,
dahana,DAHANA,42,768,api,Kata Benda,
wuwus,WUWUS,42,769,"bicara, kata-kata",Kata Benda,
régol,REGOL,41,770,pintu,,
eri,ERI,41,771,duri,Kata Benda,
pait,PAIT,41,772,pahit,Kata Sifat,
tilik,TILIK,41,773,menjenguk,Kata Kerja,
imbal,IMBAL,41,774,berselang-seling; saling,Kata Sambung,
kapuk,KAPUK,41,775,kapas,Kata Benda,
cangkriman,CANGKRIMAN,41,776,teka-teki,,
labuh,LABUH,41,777,berlabuh,,
uler,ULER,41,778,ulat,Kata Benda,
awrat,AWRAT,40,779,berat,Kata Kerja,
anggep,ANGGEP,40,780,anggap,Kata Kerja,
ngakoni,NGAKONI,40,781,mengakui,Kata Kerja,
kapok,KAPOK,40,782,kapok/tidak mau mengulangi,,
dandan,DANDAN,40,783,"bersolek, merias diri",Kata Kerja,
jambé,JAMBE,40,784,pinang (tanaman),,
unggah-ungguh,UNGGAH-UNGGUH,40,785,sopan santun,,
janggut,JANGGUT,40,786,dagu,Kata Benda,
kandhang,KANDHANG,40,787,rumah binatang,,
wèwèh,WEWEH,40,788,memberi; pemberian,,
uwa,UWA,40,789,bude/pakde,Kata Benda,
wanuh,WANUH,39,790,"tahu, kenal",Kata Kerja,
aluwung,ALUWUNG,39,791,lebih baik,Kata Keterangan,
lebet,LEBET,39,792,dalam,,
tingal,TINGAL,39,793,mata,Kata Benda,
sarira,SARIRA,39,794,badan,,Krama
jumbuh,JUMBUH,39,795,"bertemu, cocok (untuk pendapat, pemikiran)",Kata Sifat,
jarik,JARIK,39,796,kain panjang untuk pakaian wanita adat Jawa,Kata Benda,
cekel,CEKEL,39,797,pegang,Kata Kerja,
werna,WERNA,39,798,"warna, jenis",Kata Benda,
miris,MIRIS,39,799,takut,,
gagé,GAGE,39,800,cepat,,
bosen,BOSEN,39,801,bosan;,,
brengos,BRENGOS,39,802,kumis,Kata Benda,
yayah,YAYAH,39,803,ayah,Kata Benda,
karso,KARSO,39,804,ingin,,
rena,RENA,38,805,Senang,,Krama
jempol,JEMPOL,38,806,ibu jari,Kata Benda,
bebrayan,BEBRAYAN,38,807,berkeluarga,Kata Kerja,
yuswa,YUSWA,38,808,umur,Kata Benda,
bokong,BOKONG,38,809,pantat,Kata Benda,
jemèk,JEMEK,38,810,becek,,
jumantara,JUMANTARA,38,811,angkasa,Kata Benda,
gya,GYA,38,812,segera,Kata Keadaan,
waranggana,WARANGGANA,38,813,penyanyi (dengan iringan gamelan),Kata Benda,
bubrah,BUBRAH,37,814,rusak,,
ambles,AMBLES,37,815,"turun dan menjadi tidak nampak, tenggelam",Kata Kerja,
areng,ARENG,37,816,arang,Kata Benda,
awu,AWU,37,817,abu; [[awu-awu,Kata Benda,
dandang,DANDANG,37,818,periuk nasi,Kata Benda,
èlèk,ELEK,37,819,jelek,,
waos,WAOS,37,820,gigi,Kata Benda,
wulung,WULUNG,37,821,elang,Kata Benda,
gendruwo,GENDRUWO,37,822,hantu besar hitam,Kata Benda,
gundhul,GUNDHUL,37,823,kepala,Kata Benda,
urut,URUT,37,824,"sesuai antrian, urut",Kata Kerja,
emut,EMUT,37,825,kulum,Kata Kerja,
wingit,WINGIT,37,826,angker,Kata Sifat,
gendéra,GENDERA,37,827,bendera,,
rumaos,RUMAOS,36,828,merasa dalam hati,,Krama
éman,EMAN,36,829,sayang kalau hilang atau rusak,,
lempung,LEMPUNG,36,830,tanah liat,,
kecik,KECIK,36,831,biji,,
ulam,ULAM,36,832,ikan,,
rene,RENE,36,833,Ke sini,,
entén,ENTEN,36,834,tunggu,,
watuk,WATUK,36,835,batuk,Kata Kerja,
mamah,MAMAH,36,836,mengunyah,,
krikil,KRIKIL,36,837,kerikil,Kata Benda,
cuwa,CUWA,36,838,kecewa,Kata Sifat,
ngadhep,NGADHEP,36,839,menghadap,Kata Kerja,
alok,ALOK,36,840,berkata,Kata Kerja,
darma,DARMA,36,841,"darma, kewajiban dalam hidup",Kata Benda,
teluk,TELUK,36,842,"takluk, menyerah",Kata Sifat,
alang-alang,ALANG-ALANG,36,843,ilalang,Kata Benda,
wadung,WADUNG,36,844,kapak,Kata Benda,
wrangka,WRANGKA,36,845,sarung keris,Kata Benda,
tilem,TILEM,35,846,tidur,Kata Kerja,Krama
prigel,PRIGEL,35,847,"ulet, bisa diandalkan",Kata Sifat,
gugur,GUGUR,35,848,mati di medan perang,Kata Kerja,
ati-ati,ATI-ATI,35,849,hati-hati,Kata Keadaan,
nyangking,NYANGKING,35,850,menenteng,,
apal,APAL,35,851,hafal,Kata Sifat,
arang-arang,ARANG-ARANG,35,852,jarang,Kata Sifat,
wirama,WIRAMA,35,853,irama,Kata Benda,
api-api,API-API,35,854,pura-pura,Kata Kerja,
weton,WETON,35,855,hari kelahiran; weton,Kata Benda,
gamping,GAMPING,35,856,kapur tembok,Kata Benda,
ambeg,AMBEG,35,857,berwatak,Kata Sifat,
saru,SARU,35,858,Tidak pantas,,
lumuh,LUMUH,35,859,malas,Kata Sifat,
garan,GARAN,35,860,gagang,Kata Benda,
ngapunten,NGAPUNTEN,34,861,mohon maaf,Kata Kerja,Krama
bengawan,BENGAWAN,34,862,"sungai, sungai besar",Kata Benda,
genthong,GENTHONG,34,863,tempayan,Kata Benda,
cethil,CETHIL,34,864,pelit,Kata Sifat,
mrono,MRONO,34,865,ke sana,,
bal,BAL,34,866,bola,Kata Benda,
guyu,GUYU,34,867,"tertawa, tawa; [[guyon",,
mlumpat,MLUMPAT,34,868,melompat,,
wuda,WUDA,34,869,telanjang,Kata Keadaan,
ura-ura,URA-URA,34,870,bernyanyi,Kata Kerja,
bayan,BAYAN,34,871,petugas keamanan desa,Kata Benda,
agni,AGNI,34,872,api,Kata Benda,
legok,LEGOK,34,873,berlekuk,,
minger,MINGER,33,874,berpaling,,
élok,ELOK,33,875,"aneh, ajaib",,
ringkes,RINGKES,33,876,Simpel/singkat,,
bathok,BATHOK,33,877,tempurung (kelapa),Kata Benda,
gatel,GATEL,33,878,gatal,Kata Sifat,
okèh,OKEH,33,879,banyak (lihat [[akEh,,
bosok,BOSOK,33,880,busuk,,
adang,ADANG,33,881,"menanak nasi, menanak dengan menggunakan dandang",Kata Kerja,
raseksa,RASEKSA,33,882,Raksasa,,
mlumah,MLUMAH,33,883,terlentang,,
ladrang,LADRANG,33,884,istilah dalam seni karawitan,,
cundhuk,CUNDHUK,33,885,tusuk sanggul,Kata Benda,
tulada,TULADA,33,886,"contoh, teladan",,
klapa,KLAPA,32,887,kelapa,,
bung,BUNG,32,888,rebung,Kata Benda,
disik,DISIK,32,889,terlebih dulu,Kata Keadaan,
caos,CAOS,32,890,Memberi ''(e.g caos dhahar = memberi makan)'',,
umob,UMOB,32,891,mendidih,Kata Sifat,
bayaran,BAYARAN,32,892,"bayaran, gaji, honor",Kata Kerja,
weling,WELING,32,893,pesan,Kata Benda,
gegayuhan,GEGAYUHAN,32,894,keinginan/cita-cita,Kata Benda,
rikuh,RIKUH,32,895,Sungkan,,
awèt,AWET,32,896,"tidak cepat rusak, tahan lama, tidak kunjung habis",,
codhot,CODHOT,32,897,kelelawar,Kata Benda,
gendèr,GENDER,32,898,nama alat musik pukul,,
celak,CELAK,32,899,"pensil alis, penegas garis tepi mata",Kata Sifat,Krama
anakan,ANAKAN,32,900,anakan; bunga (uang),Kata Benda,
liman,LIMAN,32,901,gajah,,Krama
mangap,MANGAP,32,902,mulut terbuka,Kata Sifat,
danawa,DANAWA,32,903,raksasa,Kata Benda,
aywa,AYWA,32,904,jangan,Kata Seru,
kluruk,KLURUK,31,905,berkokok,,
asung,ASUNG,31,906,menghaturkan,Kata Kerja,
sepet,SEPET,31,907,"sabut kelapa, rasa salak yang masih mentah",,
kothak,KOTHAK,31,908,kotak,Kata Benda,
gemah,GEMAH,31,909,makmur,,
lengen,LENGEN,31,910,lengan,,
mpun,MPUN,31,911,sudah,,Krama
jaluk,JALUK,31,912,minta,Kata Kerja,
gawan,GAWAN,31,913,bawaan,Kata Benda,
angga,ANGGA,31,914,tubuh,Kata Benda,
bengkong,BENGKONG,31,915,bengkok,,
wilah,WILAH,31,916,bilah,Kata Benda,
mlampah,MLAMPAH,30,917,berjalan; [[mlampah-mlampah,,Krama
gelut,GELUT,30,918,gulat,,
ara-ara,ARA-ARA,30,919,padang,Kata Benda,
rencang,RENCANG,30,920,teman,,
bal-balan,BAL-BALAN,30,921,sepak bola,Kata Benda,
macak,MACAK,30,922,berbenah; merias,,
dhadhu,DHADHU,30,923,dadu,Kata Benda,
wetu,WETU,30,924,keluar,Kata Kerja,
wuwuh,WUWUH,30,925,tambah,Kata Kerja,
gelap,GELAP,30,926,petir,,
rebab,REBAB,30,927,biola Jawa,,
gogor,GOGOR,30,928,anak harimau,Kata Benda,
yuwana,YUWANA,30,929,selamat,Kata Sifat,
sémah,SEMAH,29,930,Istri/Suami,,
degan,DEGAN,29,931,kelapa muda,Kata Benda,
amor,AMOR,29,932,kumpul,Kata Kerja,
mlongo,MLONGO,29,933,"melongo, bengong",,
gangsir,GANGSIR,29,934,sejenis jangkrik,,
kere,KERE,29,935,kere/gembel,,
grimis,GRIMIS,29,936,hujan rintik-rintik,,
bledhèg,BLEDHEG,29,937,"guntur, halilintar, petir",,
gati,GATI,29,938,memberi perhatian,,
yatra,YATRA,29,939,uang,Kata Benda,
uyuh,UYUH,29,940,air seni,Kata Benda,
upas,UPAS,29,941,bisa ular,,
ener,ENER,28,942,arah,Kata Benda,
abrit,ABRIT,28,943,merah,Kata Sifat,Krama
caping,CAPING,28,944,"topi petani, bentuknya bulat berujung runcing, dari anyaman bambu",Kata Benda,
beling,BELING,28,945,kaca,Kata Benda,
udu,UDU,28,946,bukan,,
rindhik,RINDHIK,28,947,pelan/mengincar,,
éthok-éthok,ETHOK-ETHOK,28,948,pura-pura,,
wangsit,WANGSIT,28,949,"wahyu; ilham, petunjuk",Kata Benda,
dhudha,DHUDHA,28,950,duda,Kata Benda,
imbuh,IMBUH,28,951,tambah; bonus,Kata Kerja,
waskitha,WASKITHA,28,952,waspada,Kata Sifat,
éca,ECA,28,953,enak,,
mulur,MULUR,28,954,bertambahnya panjang,,
utami,UTAMI,27,955,utama,Kata Benda,Krama
pakan,PAKAN,27,956,makanan hewan ternak,Kata Benda,
bubuk,BUBUK,27,957,tidur,Kata Kerja,
nyandhang,NYANDHANG,27,958,memakai pakaian,,
omben-omben,OMBEN-OMBEN,27,959,minuman,Kata Benda,
dumèh,DUMEH,27,960,mentang-mentang,,
gèpèng,GEPENG,27,961,pipih,,
angler,ANGLER,27,962,nyenyak,Kata Keadaan,
ayahan,AYAHAN,27,963,kewajiban,Kata Benda,
ngowahi,NGOWAHI,27,964,merubah,Kata Kerja,
budheg,BUDHEG,27,965,tuli,Kata Sifat,
uni,UNI,27,966,"bunyi, suara",Kata Benda,
awoh,AWOH,27,967,berbuah,Kata Kerja,
inuman,INUMAN,27,968,minuman,Kata Benda,
andha,ANDHA,27,969,tangga,Kata Benda,
baruna,BARUNA,27,970,dewa lautan,Kata Benda,
gemak,GEMAK,27,971,burung puyuh,Kata Benda,
lesung,LESUNG,26,972,alat penumbuk padi dari kayu berbentuk seperti sampan,,
grojogan,GROJOGAN,26,973,air terjun,,
bebungah,BEBUNGAH,26,974,hadiah,Kata Benda,
jupuk,JUPUK,26,975,ambil,Kata Kerja,
keplok,KEPLOK,26,976,tepuk tangan,,
jirih,JIRIH,26,977,penakut,Kata Sifat,
gupuh,GUPUH,26,978,tergopoh-gopoh,,
laler,LALER,26,979,lalat,,
ari-ari,ARI-ARI,26,980,tali pusat,Kata Benda,
arga,ARGA,26,981,gunung,Kata Benda,
wuru,WURU,26,982,mabuk,Kata Kerja,
wawasan,WAWASAN,25,983,"pikiran, pertimbangan",Kata Benda,
risak,RISAK,25,984,rusak,,Krama
éwah,EWAH,25,985,ubah; berubah,,
dédé,DEDE,25,986,bukan,,
cekap,CEKAP,25,987,cukup (bhs Jawa halus),,Krama
ngantem,NGANTEM,25,988,"menghantam, melempar",Kata Kerja,
luwe,LUWE,25,989,lapar,,
kadhung,KADHUNG,25,990,terlanjur,,
mrambat,MRAMBAT,25,991,bergerak dengan pelan (hewan melata); merambat (tanaman),,
loma,LOMA,25,992,Suka memberi,,
angur,ANGUR,25,993,masih lebih baik,Kata Sifat,
blarak,BLARAK,25,994,daun kelapa kering,Kata Benda,
grabah,GRABAH,24,995,perlengkapan rumah/perkakas dapur yang terbuat dari tanah liat,Kata Benda,
wungkuk,WUNGKUK,24,996,bongkok,Kata Sifat,
babon,BABON,24,997,"induk, induk ayam",Kata Benda,
andhok,ANDHOK,24,998,makan di warung,Kata Kerja,
giris,GIRIS,24,999,ngeri,Kata Sifat,
ugal-ugalan,UGAL-UGALAN,24,1000,bertindak tanpa mengindahkan aturan; kurang ajar,Kata Keadaan,
anyep,ANYEP,24,1001,dingin (tubuh atau bagian tubuh,Kata Sifat,
rengka,RENGKA,24,1002,retak pada tanah,,
gila,GILA,24,1003,jijik; nggilani,Kata Sifat,
tumon,TUMON,24,1004,"melihat, tahu",,
akas,AKAS,24,1005,alon,Kata Keadaan,
bédhah,BEDHAH,24,1006,terbuka paksa,,
pathi,PATHI,24,1007,sari,Kata Benda,
buda,BUDA,24,1008,rabu,Kata Benda,
jagal,JAGAL,24,1009,tukang potong hewan ternak,Kata Benda,
gajih,GAJIH,24,1010,lemak jenuh,Kata Benda,
aking,AKING,23,1011,"kering, kurus",Kata Sifat,
ambal,AMBAL,23,1012,ulang,Kata Kerja,
wastani,WASTANI,23,1013,"kira, sangka; namakan, sebut",Kata Kerja,
buyut,BUYUT,23,1014,cicit,Kata Benda,
wajan,WAJAN,23,1015,"wajan, kuali",Kata Benda,
greget,GREGET,23,1016,antusias,,
supit,SUPIT,23,1017,"sunat, khitan",,
cemeng,CEMENG,23,1018,hitam,Kata Benda,Krama
grenengan,GRENENGAN,23,1019,berbicara dengan suara rendah,Kata Kerja,
apus,APUS,23,1020,sejenis bambu,Kata Benda,
gragapan,GRAGAPAN,23,1021,dalam keadaan belum sepenuhnya terjaga dari tidur,Kata Keadaan,
gerèh,GEREH,23,1022,ikan asin,,
nyukani,NYUKANI,23,1023,memberi,,Krama
klenger,KLENGER,23,1024,hampir tak sadarkan diri,,
titis,TITIS,23,1025,tepat sasaran,Kata Sifat,
sepa,SEPA,23,1026,"tidak ada rasanya, hambar",,
japa,JAPA,23,1027,mantra,Kata Benda,
awis,AWIS,23,1028,mahal,Kata Keadaan,
barat,BARAT,23,1029,angin,Kata Benda,
gita,GITA,23,1030,"segera, cepat",,
winih,WINIH,23,1031,benih,Kata Benda,
bangké,BANGKE,23,1032,bangkai,,
asrep,ASREP,22,1033,dingin,Kata Sifat,
beksan,BEKSAN,22,1034,tarian,Kata Benda,
tandur,TANDUR,22,1035,tanam,Kata Kerja,
kepencut,KEPENCUT,22,1036,"terpesona, tergiur",,
ngunjuk,NGUNJUK,22,1037,minum,Kata Kerja,
wuta,WUTA,22,1038,buta,Kata Sifat,
grapyak,GRAPYAK,22,1039,ramah,Kata Sifat,
ujug-ujug,UJUG-UJUG,22,1040,datang dengan tiba-tiba,Kata Kerja,
mingkem,MINGKEM,22,1041,menutup dua buah bibir,,
hara,HARA,22,1042,coba,Kata Seru,
gludhug,GLUDHUG,22,1043,guruh,Kata Benda,
dhapur,DHAPUR,22,1044,"dapur, bagian pangkal dari pohon bambu,",,
éram,ERAM,22,1045,heran,,
rupak,RUPAK,22,1046,sempit,,
jajal,JAJAL,22,1047,coba,Kata Kerja,
jail,JAIL,22,1048,jahil,Kata Sifat,
benik,BENIK,22,1049,kancing baju,Kata Benda,
bawera,BAWERA,22,1050,"luas, lapang",,
lumah,LUMAH,22,1051,terlentang,,
cakra,CAKRA,22,1052,senjata dalam pewayangan; lingkaran,Kata Benda,
dunung,DUNUNG,22,1053,tempat,Kata Benda,
baskara,BASKARA,22,1054,matahari,Kata Benda,
waluh,WALUH,22,1055,labu,Kata Benda,
jarwa,JARWA,22,1056,"cerita, terjemah",Kata Kerja,
randhu,RANDHU,22,1057,"kapuk, pohon penghasil kapuk",,
grana,GRANA,22,1058,hidung,Kata Benda,
wuluh,WULUH,22,1059,belimbing wuluh,Kata Benda,
wuruk,WURUK,22,1060,tunjuk/ajar,Kata Kerja,
wré,WRE,22,1061,kera,,
beja,BEJA,21,1062,beruntung,Kata Sifat,
langka,LANGKA,21,1063,jarang,,
ancas,ANCAS,21,1064,tujuan,Kata Benda,
ngedol,NGEDOL,21,1065,menjual,Kata Kerja,
opak,OPAK,21,1066,kerupuk dari umbi-umbian,Kata Benda,
jené,JENE,21,1067,kuning,,
kadingaren,KADINGAREN,21,1068,tumben,,
curiga,CURIGA,21,1069,keris,Kata Benda,
bangga,BANGGA,21,1070,meronta,Kata Kerja,
nedha,NEDHA,21,1071,makan,Kata Kerja,Krama
lawa,LAWA,21,1072,kelelawar,,
kajeng,KAJENG,21,1073,ingin,,Krama
alesan,ALESAN,21,1074,alasan,Kata Benda,
alum,ALUM,21,1075,layu,Kata Sifat,
cawé-cawé,CAWE-CAWE,21,1076,"turun tangan, ikut campur",,
ubarampé,UBARAMPE,21,1077,perlengkapan,,
jarak,JARAK,21,1078,cari perkara,Kata Kerja,
walèh,WALEH,21,1079,bosan,,
